Date,open,high,low,close,volume,prevclose,pct_change_in_close,fed_rate,prev_fed_rate,pct_change_in_fed_rate,5_yr,7_yr,10_yr,20_yr,30_yr,prev_10_yr,pct_change_in_10_yr,label
2003-01-24,88.5900,88.6800,86.1700,86.38,68633900,88.71,-2.626535903505804,1.21,1.27,-4.958677685950417,1.47,1.93,2.14,,,2.2,-2.803738317757012,-3
2003-01-27,85.7300,86.8000,84.5000,85.2,57884400,86.38,-1.3660569576290722,1.3,1.21,6.923076923076929,1.5,1.94,2.16,,,2.14,0.9259259259259267,1
2003-01-28,85.6300,86.4000,85.1300,85.83,46929100,85.2,0.7394366197183045,1.23,1.3,-5.691056910569111,1.52,1.98,2.19,,,2.16,1.3698630136986212,1
2003-01-29,85.4200,87.1800,84.7700,86.48,53712200,85.83,0.757310963532571,1.26,1.23,2.3809523809523827,1.55,1.98,2.21,,,2.19,0.9049773755656116,3
2003-01-30,86.7900,86.8800,84.4000,84.43,49845900,86.48,-2.3704902867715045,1.29,1.26,2.325581395348839,1.56,2.0,2.2,,,2.21,-0.4545454545454448,-1
2003-01-31,84.1500,86.2100,84.1500,86.06,55317000,84.43,1.9305933909747663,1.33,1.29,3.0075187969924837,1.53,1.97,2.19,,,2.2,-0.4566210045662206,2
2003-02-03,86.1400,86.8100,85.9200,86.23,39696000,86.06,0.1975366023704412,1.3,1.33,-2.3076923076923097,1.53,2.0,2.2,,,2.19,0.454545454545465,1
2003-02-04,85.3100,85.7500,84.3000,85.38,43633400,86.23,-0.9857358227994997,1.21,1.3,-7.438016528925627,1.45,1.9,2.12,,,2.2,-3.7735849056603805,-3
2003-02-05,85.7500,86.5400,84.4800,84.85,55270600,85.38,-0.6207542750058576,1.21,1.21,0.0,1.46,1.91,2.12,,,2.12,0.0,0
2003-02-06,84.3700,84.8900,83.6500,84.45,53638000,84.85,-0.4714201532115398,1.23,1.21,1.6260162601626031,1.4,1.85,2.09,,,2.12,-1.4354066985646052,-1
2003-02-07,84.9100,84.9900,82.9700,83.42,43165000,84.45,-1.2196566015393737,1.21,1.23,-1.6528925619834725,1.37,1.84,2.07,,,2.09,-0.966183574879228,-3
2003-02-10,83.4600,84.1300,82.6500,84.01,45455900,83.42,0.7072644449772278,1.25,1.21,3.200000000000003,1.37,1.84,2.06,,,2.07,-0.4854368932038731,2
2003-02-11,84.3700,84.8800,82.8300,83.43,46861000,84.01,-0.6903940007141987,1.22,1.25,-2.4590163934426252,1.38,1.84,2.05,,,2.06,-0.48780487804879175,-3
2003-02-12,83.1600,83.6200,82.0900,82.1,35873600,83.43,-1.5941507850893113,1.23,1.22,0.8130081300813016,1.32,1.79,2.04,,,2.05,-0.49019607843136215,-1
2003-02-13,82.1500,82.6600,81.0000,82.35,57934100,82.1,0.30450669914738127,1.28,1.23,3.9062500000000036,1.29,1.76,2.01,,,2.04,-1.4925373134328483,2
2003-02-14,82.3700,84.2000,81.8200,84.15,59580900,82.35,2.18579234972679,1.3,1.28,1.5384615384615397,1.29,1.78,2.03,,,2.01,0.9852216748768483,3
2003-02-18,84.5300,85.8000,84.3900,85.63,39492700,84.15,1.7587641117052757,1.35,1.3,3.703703703703707,1.29,1.78,2.05,,,2.03,0.9756097560975618,3
2003-02-19,85.3200,85.4700,84.2800,85.18,31432000,85.63,-0.5255167581454965,1.24,1.35,-8.870967741935491,1.25,1.75,1.99,,,2.05,-3.015075376884414,-3
2003-02-20,85.2100,85.4200,84.0500,84.33,29280100,85.18,-0.9978868278938816,1.25,1.24,0.8000000000000007,1.13,1.64,1.91,,,1.99,-4.188481675392674,-1
2003-02-21,84.3800,85.7400,83.4600,85.18,60955800,84.33,1.0079449780623841,1.21,1.25,-3.305785123966945,1.13,1.64,1.93,,,1.91,1.0362694300518145,1
2003-02-24,84.9300,85.0000,83.5900,83.8,30628600,85.18,-1.6200986146982972,1.25,1.21,3.200000000000003,1.04,1.59,1.87,,,1.93,-3.208556149732611,-1
2003-02-25,82.9500,84.4900,82.2200,84.47,56770600,83.8,0.7995226730310284,1.28,1.25,2.343750000000002,1.0,1.53,1.84,,,1.87,-1.630434782608697,2
2003-02-26,84.0200,84.5300,83.0800,83.24,37787200,84.47,-1.4561382739434166,1.28,1.28,0.0,1.01,1.55,1.84,,,1.84,0.0,0
2003-02-27,83.7000,84.7500,83.1600,84.34,51126000,83.24,1.3214800576645946,1.31,1.28,2.2900763358778646,0.98,1.54,1.82,,,1.84,-1.0989010989010999,2
2003-02-28,84.4700,85.2300,84.1600,84.9,43666800,84.34,0.6639791320844228,1.33,1.31,1.5037593984962419,0.94,1.48,1.77,,,1.82,-2.8248587570621493,2
2003-03-03,85.2600,85.7800,83.7200,84.09,42923100,84.9,-0.9540636042402854,1.33,1.33,0.0,0.93,1.47,1.77,,,1.77,0.0,0
2003-03-04,83.9500,84.0100,82.6500,82.75,31440500,84.09,-1.5935307408728783,1.2,1.33,-10.833333333333343,0.9,1.45,1.77,,,1.77,0.0,-1
2003-03-05,82.6100,83.5400,82.3600,83.45,43974700,82.75,0.8459214501510609,1.22,1.2,1.6393442622950833,0.9,1.44,1.75,,,1.77,-1.142857142857144,2
2003-03-06,82.8700,83.5200,82.4700,82.75,41217700,83.45,-0.8388256440982659,1.23,1.22,0.8130081300813016,0.9,1.43,1.74,,,1.75,-0.5747126436781614,-1
2003-03-07,81.6100,83.9900,81.4300,83.32,63538000,82.75,0.6888217522658527,1.2,1.23,-2.500000000000002,0.82,1.39,1.72,,,1.74,-1.1627906976744196,-1
2003-03-10,82.6000,82.8600,81.1000,81.32,41014100,83.32,-2.400384061449832,1.23,1.2,2.4390243902439046,0.79,1.36,1.69,,,1.72,-1.7751479289940846,-1
2003-03-11,81.4800,82.0000,80.4800,80.52,48102700,81.32,-0.9837678307919296,1.21,1.23,-1.6528925619834725,0.78,1.34,1.68,,,1.69,-0.5952380952380958,-3
2003-03-12,80.3800,81.1000,79.3800,81.06,62459800,80.52,0.6706408345752686,1.23,1.21,1.6260162601626031,0.78,1.34,1.68,,,1.68,0.0,3
2003-03-13,82.1800,83.9100,81.5300,83.86,72117800,81.06,3.4542314335060413,1.31,1.23,6.106870229007639,0.88,1.43,1.73,,,1.68,2.890173410404627,3
2003-03-14,84.2000,84.7700,83.3500,84.13,63951800,83.86,0.32196518006200336,1.3,1.31,-0.7692307692307698,1.15,1.52,1.89,,,1.73,8.465608465608462,1
2003-03-17,83.4600,86.9500,83.2200,86.78,88217500,84.13,3.1498870795197975,1.31,1.3,0.7633587786259549,1.15,1.6,1.97,,,1.89,4.0609137055837605,3
2003-03-18,87.1500,87.3500,86.2800,87.29,50792300,86.78,0.5876930168241589,1.2,1.31,-9.166666666666675,1.3,1.72,2.08,,,1.97,5.288461538461544,1
2003-03-19,87.2800,88.1600,86.6800,87.96,49630800,87.29,0.7675564211249714,1.2,1.2,0.0,1.39,1.81,2.15,,,2.08,3.255813953488365,2
2003-03-20,87.3300,88.5900,86.3500,88.15,67321600,87.96,0.21600727603457476,1.23,1.2,2.4390243902439046,1.35,1.85,2.2,,,2.15,2.2727272727272845,3
2003-03-21,88.8000,89.8800,87.9300,89.67,71165300,88.15,1.7243335224049867,1.2,1.23,-2.500000000000002,1.42,1.94,2.29,,,2.2,3.9301310043668063,1
2003-03-24,88.0200,88.1400,86.3500,86.69,65398900,89.67,-3.3232965317274497,1.23,1.2,2.4390243902439046,1.32,1.83,2.18,,,2.29,-5.045871559633022,-1
2003-03-25,86.7400,88.2600,86.4400,87.52,61040100,86.69,0.95743453685546,1.24,1.23,0.8064516129032264,1.33,1.81,2.17,,,2.18,-0.46082949308756826,2
2003-03-26,87.5600,87.8500,86.8000,87.08,45740800,87.52,-0.5027422303473467,1.26,1.24,1.5873015873015885,1.29,1.81,2.15,,,2.17,-0.9302325581395358,-1
2003-03-27,86.4000,87.6600,85.9900,87.15,53120200,87.08,0.08038585209004065,1.29,1.26,2.325581395348839,1.21,1.75,2.1,,,2.15,-2.3809523809523725,2
2003-03-28,86.4700,87.2800,86.2500,86.71,32583000,87.15,-0.5048766494549763,1.26,1.29,-2.3809523809523827,1.14,1.72,2.09,,,2.1,-0.4784688995215422,-3
2003-03-31,85.3500,86.5900,84.4000,84.74,61119500,86.71,-2.271940952600622,1.38,1.26,8.695652173913036,1.13,1.66,2.03,,,2.09,-2.955665024630545,-1
2003-04-01,85.2500,86.3900,84.9100,86.04,53574000,84.74,1.5341043190937118,1.29,1.38,-6.9767441860465,1.14,1.63,2.02,,,2.03,-0.4950495049504845,-1
2003-04-02,87.5400,88.7700,87.5000,88.12,50431200,86.04,2.417480241748022,1.19,1.29,-8.403361344537823,1.23,1.74,2.11,,,2.02,4.265402843601889,1
2003-04-03,88.8700,88.9900,87.6500,87.7,48755500,88.12,-0.4766227871084904,1.24,1.19,4.032258064516133,1.23,1.74,2.12,,,2.11,0.47169811320755806,1
2003-04-04,88.4300,88.5900,87.6200,88.22,36250100,87.7,0.592930444697829,1.22,1.24,-1.6393442622950833,1.25,1.75,2.16,,,2.12,1.8518518518518534,1
2003-04-07,90.3400,90.8500,87.9700,88.05,69776200,88.22,-0.19270006801179065,1.25,1.22,2.400000000000002,1.38,1.86,2.21,,,2.16,2.262443438914019,1
2003-04-08,88.3000,88.6500,87.7100,88.19,39712700,88.05,0.15900056785917158,1.22,1.25,-2.4590163934426252,1.34,1.8,2.18,,,2.21,-1.3761467889908165,-1
2003-04-09,88.3600,89.1000,86.7700,87.03,55647300,88.19,-1.3153418754960842,1.24,1.22,1.6129032258064528,1.32,1.81,2.13,,,2.18,-2.3474178403755994,-1
2003-04-10,87.0900,87.6300,85.7100,87.51,41812400,87.03,0.5515339538090359,1.27,1.24,2.362204724409451,1.25,1.82,2.16,,,2.13,1.3888888888889002,3
2003-04-11,88.1600,88.7000,86.8600,87.15,47730100,87.51,-0.4113815563935543,1.24,1.27,-2.4193548387096793,1.33,1.86,2.23,,,2.16,3.1390134529147913,-1
2003-04-14,87.4700,89.0000,87.0000,88.95,36711700,87.15,2.065404475043026,1.32,1.24,6.060606060606066,1.36,1.87,2.22,,,2.23,-0.4504504504504408,2
2003-04-15,88.8400,89.7800,88.4200,89.78,49709800,88.95,0.9331084879145569,1.34,1.32,1.492537313432837,1.34,1.86,2.18,,,2.22,-1.8348623853211024,2
2003-04-16,89.9100,90.0600,88.0300,88.25,51788000,89.78,-1.7041657384718214,1.26,1.34,-6.349206349206354,1.37,1.86,2.2,,,2.18,0.9090909090909097,-1
2003-04-17,88.3000,89.7200,88.1900,89.56,37403100,88.25,1.4844192634560933,1.28,1.26,1.5625000000000013,1.41,1.9,2.22,,,2.2,0.9009009009009016,3
2003-04-21,89.8600,90.1600,89.0600,89.65,32052700,89.56,0.10049129075480505,1.29,1.24,3.8759689922480653,1.46,1.95,2.25,,,2.22,1.3333333333333246,3
2003-04-22,89.1000,91.5600,88.8900,91.34,59763600,89.65,1.885108756274398,1.26,1.29,-2.3809523809523827,1.5,1.97,2.27,,,2.25,0.8810572687224677,1
2003-04-23,91.6200,92.3500,91.2400,92.18,44227100,91.34,0.9196409021239362,1.24,1.26,-1.6129032258064528,1.48,1.97,2.26,,,2.27,-0.4424778761062049,-1
2003-04-24,91.5300,92.0800,90.9600,91.36,49692400,92.18,-0.8895638967238093,1.24,1.24,0.0,1.46,1.92,2.22,,,2.26,-1.8018018018017834,-2
2003-04-25,91.3000,91.4700,90.0200,90.23,43917200,91.36,-1.2368651488616413,1.28,1.24,3.1250000000000027,1.42,1.9,2.18,,,2.22,-1.8348623853211024,-1
2003-04-28,90.4400,92.1900,90.3000,91.79,46432900,90.23,1.7289149950127476,1.29,1.28,0.7751937984496131,1.42,1.87,2.16,,,2.18,-0.9259259259259267,2
